x,y
2.9265081077946635,2.926508107794662
1.9115157198686052,2.9831222476210795
1.246236056344613,2.916500265832986
0.000807667026769783,2.9107907658707557
-1.2800569775536137,2.86210876342905
-1.9099008618264555,2.9828670566237885
-2.9262086041098376,2.926681547487541
-2.7486347846380896,2.7490288176481616
-1.3644648468397327,2.8572213397937487
-0.5840499970346804,2.9098063471919766
0.5858415303513977,2.909769747462751
1.7849867821499015,2.9832582761758695
2.983122247621086,1.9115157198685138
2.444690609185312,2.4446906091853164
1.2803049627365874,2.8630190286465065
0.0007890130204889032,2.775124355193319
-0.8861064326240662,2.5704260563938117
-2.443869765422886,2.444638592917059
-2.983050071446549,1.9144321849250947
-0.5802855004039508,2.7549242689101434
0.5820968153242811,2.7548175940560777
1.3675682416698458,2.857796295295575
2.9165002658329917,1.2462360563446815
2.863019028646516,1.280304962736753
1.5680305190003931,1.5680305190003887
-1.5662086946455878,1.5680221851408815
-2.916295143306819,1.2454511692697583
-2.8629348255800418,1.2772558904554905
-1.7839141384485262,2.9830059774642157
0.8878475949183613,2.5712098663478677
-1.1428850826028847,1.1680167412988212
-2.910838628553267,0.0008077361695948415
0.6555939670980169,1.5831718300903121
2.910790765870769,0.0008076670268130873
2.775124355193323,0.0007890130205285469
0.0017436115134729841,0.0017436115134730986
-1.8081124022517003,-0.002282788597798607
2.916930823678978,-1.2444234163738077
1.810772567452632,-0.0022825149142750223
2.862108763429055,-1.2800569775536983
2.570426056393811,-0.8861064326240908
1.5680221851408764,-1.56620869464559
1.1680167412987625,-1.1428850826029435
-1.5661953683460497,-1.5661953683460623
-2.77451982810987,0.0007907217837697976
-2.9167373215452956,-1.243630289503484
-2.8620032780056706,-1.2768649394779807
-2.5700394626987384,-0.8865508432887704
-0.6578089831154594,-1.5776380652243407
2.982867056623794,-1.9099008618264144
2.4446385929170598,-2.443869765422883
1.2454511692696926,-2.9162951433068125
0.0007907217837265387,-2.7745198281099097
-2.4438136443956098,-2.443813644395603
-2.9827873371354787,-1.9128722734258758
-1.3685992490969625,-2.8567046808807444
-0.580970044146599,-2.7544519126673292
0.5827821331837145,-2.75433824677265
2.92668154748754,-2.9262086041098376
1.9144321849251966,-2.983050071446549
1.2772558904553373,-2.8629348255800613
-1.2436302895034437,-2.9167373215452885
-2.926381929699068,-2.9263819296990703
-1.781836851966712,-2.982935774136223
-0.5844562681848733,-2.9097539942021564
0.5862465430777872,-2.9097170503670235
1.7829568956241966,-2.9831954679751878
2.7490288176481603,-2.7486347846380883
-1.276864939477892,-2.862003278005692
-1.9128722734259391,-2.9827873371354805
-2.748611307775512,-2.7486113077755068
1.371552943599366,-2.857300414258771
2.8572213397937576,-1.3644648468396885
0.0008077361695472305,-2.9108386285532495
-0.002282788597815306,-1.8081124022517097
-0.8865508432887366,-2.570039462698742
-2.856704680880736,-1.3685992490969021
-2.9829357741362204,-1.7818368519667618
-2.0424891471277324,-2.04248914712774
0.8882785626727163,-2.570845679704206
2.043804393684694,-2.042566218068065
2.909806347191985,-0.5840499970346504
2.754924268910153,-0.5802855004039331
2.983005977464222,-1.7839141384485833
-1.5776380652243596,-0.6578089831154312
-2.754451912667287,-0.580970044146553
-2.9097539942021693,-0.5844562681848228
-1.1542897496522888,-1.154289749652353
0.6591355617846617,-1.5783127247397029
2.9097697474627564,0.5858415303514396
2.571209866347865,0.8878475949183542
-1.5783127247396986,0.6591355617846688
2.7490497054893437,2.7490497054893495
1.5825064746577557,-0.6542574458774991
2.75481759405609,0.5820968153243453
1.583171830090309,0.655593967098022
-1.2444234163737733,2.91693082367897
-2.9097170503670324,0.5862465430778094
-2.5708456797042007,0.8882785626727165
1.1566497073058373,1.1566497073059037
2.9832582761758775,1.7849867821500465
2.8577962952955933,1.367568241669736
-0.0022825149142913677,1.8107725674526414
-2.754338246772611,0.5827821331837498
-2.983195467975187,1.7829568956243196
-2.85730041425877,1.371552943599247
-2.042566218068059,2.0438043936846984
-0.6542574458775302,1.5825064746577355
2.043876283846607,2.0438762838465863
